"user_id","game_name","payment_date","revenue_amount_usd","p_month","month_rev","prev_month","prev_month_rev","next_month","next_month_rev"
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-05-28,28.05,2022-05-01,112.20,2022-04-01,85.32,2022-06-01,98.37
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-10-31,23.1,2022-10-01,69.3,2022-09-01,73.29,2022-11-01,70.47
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-11-23,14.34,2022-11-01,28.68,2022-10-01,51.78,2022-12-01,66.93
NntDesROB4ANrudTCXEScA==,game 3,2022-11-12,14.28,2022-11-01,28.56,2022-10-01,47.79,,
B7ziVc7jLVg/+snNIp3hLQ==,game 3,2022-07-02,13.71,2022-07-01,13.71,,,,
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-06-29,18.27,2022-06-01,219.24,2022-05-01,222.03,2022-07-01,307.68
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-07-17,36.93,2022-07-01,110.79,2022-06-01,65.25,2022-08-01,45.99
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-08-28,38.91,2022-08-01,38.91,2022-07-01,15.21,2022-09-01,18.24
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-10-26,22.44,2022-10-01,134.64,2022-09-01,125.94,2022-11-01,101.7
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-04-26,20.4,2022-04-01,204.0,2022-03-01,192.60,2022-05-01,237.90
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-06-22,23.76,2022-06-01,23.76,,,,
"3v8rT35Ra6ui/zatnMoTIw==",game 3,2022-12-11,13.29,2022-12-01,13.29,2022-11-01,17.85,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-07-10,12.63,2022-07-01,50.52,2022-06-01,64.08,2022-08-01,97.02
NntDesROB4ANrudTCXEScA==,game 3,2022-10-26,31.38,2022-10-01,62.76,,,2022-11-01,27.63
rJEGPACDdmHAmCCp5+QRRw==,game 3,2022-11-15,17.13,2022-11-01,51.39,,,2022-12-01,66.99
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-11-08,16.17,2022-11-01,64.68,2022-10-01,92.40,2022-12-01,84.42
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-11-24,29.22,2022-11-01,29.22,,,2022-12-01,25.83
ORSvkhCut21rsk0cVtJfJA==,game 3,2022-10-30,30.6,2022-10-01,244.8,2022-09-01,292.50,2022-11-01,141.24
njexPkl3G77JLZwwcq2UVA==,game 3,2022-11-16,14.82,2022-11-01,14.82,,,2022-12-01,18.03
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-06-30,14.91,2022-06-01,59.64,,,2022-07-01,94.50
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-11-10,17.61,2022-11-01,17.61,2022-10-01,12.9,2022-12-01,13.5
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-24,31.11,2022-07-01,62.22,,,2022-08-01,32.13
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-09-18,15.63,2022-09-01,31.26,2022-08-01,46.29,2022-10-01,34.74
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-12-08,24.0,2022-12-01,24.0,,,,
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-12-09,12.6,2022-12-01,12.6,2022-11-01,17.94,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-11-11,14.73,2022-11-01,29.46,2022-10-01,35.34,2022-12-01,28.32
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-09-28,12.06,2022-09-01,96.48,2022-08-01,170.88,2022-10-01,160.08
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-01,16.74,2022-11-01,33.48,2022-10-01,40.92,,
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-04,19.29,2022-03-01,77.16,,,2022-04-01,114.15
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-29,13.26,2022-05-01,26.52,,,2022-06-01,46.20
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-05-30,26.79,2022-05-01,80.37,2022-04-01,64.50,2022-06-01,56.97
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-11-25,20.4,2022-11-01,81.6,2022-10-01,94.44,2022-12-01,102.90
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-11-21,19.83,2022-11-01,555.24,2022-10-01,634.68,2022-12-01,593.25
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-28,12.69,2022-07-01,25.38,,,2022-08-01,32.13
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-05-03,15.0,2022-05-01,180.0,2022-04-01,213.96,2022-06-01,293.85
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-09-25,12.09,2022-09-01,24.18,2022-08-01,30.39,,
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-04-19,21.18,2022-04-01,211.80,2022-03-01,192.60,2022-05-01,237.90
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-09-22,15.69,2022-09-01,141.21,2022-08-01,235.17,2022-10-01,147.24
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-06-17,18.96,2022-06-01,94.80,,,2022-07-01,86.91
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-13,15.33,2022-10-01,183.96,2022-09-01,237.24,2022-11-01,235.80
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-07,12.51,2022-10-01,37.53,2022-09-01,54.15,,
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-11-07,35.07,2022-11-01,70.14,2022-10-01,38.85,2022-12-01,46.68
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-06-16,16.77,2022-06-01,251.55,2022-05-01,288.18,2022-07-01,281.70
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-20,19.47,2022-11-01,116.82,2022-10-01,100.62,2022-12-01,144.84
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-02,22.95,2022-07-01,91.80,,,2022-08-01,74.31
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-10-29,28.47,2022-10-01,170.82,2022-09-01,83.10,2022-11-01,131.76
+osJakLn8jv4bzFmPieelw==,game 3,2022-10-14,21.06,2022-10-01,63.18,2022-09-01,43.92,2022-11-01,37.35
mEtO8F+CRPGmaJ8SHa7BbA==,game 3,2022-11-12,22.14,2022-11-01,44.28,2022-10-01,31.17,,
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-07-02,24.84,2022-07-01,99.36,2022-06-01,106.56,2022-08-01,59.04
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-08-30,13.71,2022-08-01,13.71,,,,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-04-16,15.24,2022-04-01,15.24,2022-03-01,12.72,,
OYDRFRAiT1uYAqbWXOwRfw==,game 3,2022-12-12,28.05,2022-12-01,28.05,,,,
"29qvbD06oXdmg5G7X/Wigw==",game 3,2022-12-25,24.51,2022-12-01,24.51,,,,
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-09-10,16.08,2022-09-01,96.48,,,2022-10-01,118.62
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-07-06,15.78,2022-07-01,15.78,2022-06-01,20.13,2022-08-01,17.16
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-07-09,22.47,2022-07-01,44.94,,,2022-08-01,32.94
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-09-06,19.56,2022-09-01,58.68,2022-08-01,45.63,2022-10-01,65.43
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-08-04,29.43,2022-08-01,1854.09,2022-07-01,1497.42,2022-09-01,1768.62
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-03-20,35.25,2022-03-01,141.00,,,2022-04-01,114.15
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-06-08,18.99,2022-06-01,113.94,2022-05-01,134.58,2022-07-01,137.88
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-05-07,17.94,2022-05-01,107.64,2022-04-01,165.06,2022-06-01,200.88
XE2e8BsmBo72HxABlJmsRw==,game 3,2022-03-29,15.45,2022-03-01,15.45,,,,
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-15,21.96,2022-09-01,87.84,,,2022-10-01,77.19
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-25,28.89,2022-05-01,606.69,2022-04-01,407.40,2022-06-01,434.25
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-10-01,15.84,2022-10-01,31.68,2022-09-01,44.25,,
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-09-12,14.82,2022-09-01,14.82,,,,
MRcEXu/KG95hsIyJM/816A==,game 3,2022-09-15,14.67,2022-09-01,58.68,2022-08-01,52.26,2022-10-01,64.20
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,2022-12-28,14.85,2022-12-01,14.85,,,,
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-07-21,14.25,2022-07-01,14.25,,,,
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-05-22,23.7,2022-05-01,213.3,2022-04-01,249.57,2022-06-01,259.47
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-28,16.2,2022-07-01,32.4,,,2022-08-01,76.23
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-06-09,22.62,2022-06-01,90.48,2022-05-01,65.73,2022-07-01,51.6
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-09-18,21.42,2022-09-01,42.84,2022-08-01,40.83,2022-10-01,35.64
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-11-08,18.42,2022-11-01,73.68,2022-10-01,114.09,2022-12-01,58.68
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-01,30.33,2022-08-01,90.99,,,2022-09-01,61.98
"99X4aLWWjAIgmlXjrXQIgg==",game 3,2022-03-30,16.98,2022-03-01,16.98,,,,
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-11-14,12.3,2022-11-01,49.2,2022-10-01,73.26,2022-12-01,53.16
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-07-23,21.39,2022-07-01,21.39,,,,
"6NexxpTuLaFmuoksJ0l8rg==",game 3,2022-12-15,24.57,2022-12-01,24.57,,,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-05-26,28.89,2022-05-01,433.35,2022-04-01,310.65,2022-06-01,352.44
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-06-30,18.15,2022-06-01,72.60,2022-05-01,64.20,2022-07-01,80.46
V1hFT6jms7MK4yi6EFdt6A==,game 3,2022-10-11,17.79,2022-10-01,71.16,2022-09-01,64.20,2022-11-01,59.40
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-11-23,20.22,2022-11-01,60.66,,,2022-12-01,60.15
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-06-27,26.52,2022-06-01,318.24,2022-05-01,222.03,2022-07-01,307.68
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-06-07,14.04,2022-06-01,14.04,2022-05-01,12.99,,
G9053rs6jbKItKUhrUdLew==,game 3,2022-09-16,24.33,2022-09-01,48.66,2022-08-01,41.94,,
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-12-08,18.99,2022-12-01,75.96,2022-11-01,96.30,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-12,52.83,2022-11-01,633.96,2022-10-01,196.32,2022-12-01,359.82
fCdEizmUtnjNYQLbx81H8g==,game 3,2022-04-14,18.12,2022-04-01,18.12,,,,
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-09-15,14.7,2022-09-01,102.9,2022-08-01,158.76,,
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-06-01,12.9,2022-06-01,12.9,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-12-29,12.96,2022-12-01,12.96,2022-11-01,28.08,,
zeu++qOqokuGcT0ghN97bQ==,game 3,2022-10-13,12.6,2022-10-01,12.6,,,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-07-03,41.04,2022-07-01,246.24,2022-06-01,95.85,2022-08-01,146.82
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-06-08,14.16,2022-06-01,28.32,2022-05-01,28.32,2022-07-01,50.46
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-08-05,17.64,2022-08-01,35.28,2022-07-01,45.0,2022-09-01,31.29
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-08-19,17.16,2022-08-01,17.16,2022-07-01,15.78,2022-09-01,19.74
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-06-30,16.44,2022-06-01,65.76,2022-05-01,87.36,2022-07-01,78.78
rJEGPACDdmHAmCCp5+QRRw==,game 3,2022-12-03,15.9,2022-12-01,15.9,2022-11-01,17.13,,
aujnuJ9eBYK+yGF15TtUkw==,game 2,2022-10-24,12.69,2022-10-01,25.38,2022-09-01,33.57,,
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-11-23,12.69,2022-11-01,253.80,2022-10-01,620.64,2022-12-01,450.60
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-07-18,12.9,2022-07-01,51.6,2022-06-01,92.40,2022-08-01,71.58
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-27,17.58,2022-09-01,52.74,2022-08-01,42.51,,
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-09-27,18.96,2022-09-01,113.76,2022-08-01,123.93,2022-10-01,151.08
yH7KH2AG/PGgQiNV7uTTGg==,game 3,2022-10-31,19.44,2022-10-01,19.44,,,,
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-09-26,14.88,2022-09-01,14.88,,,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-08,25.5,2022-11-01,306.0,2022-10-01,196.32,2022-12-01,359.82
mzGpnrpyuOB+qfwTJ0XliQ==,game 3,2022-11-09,18.54,2022-11-01,55.62,2022-10-01,77.70,2022-12-01,77.22
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-07,17.82,2022-11-01,35.64,2022-10-01,34.74,2022-12-01,30.12
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-11-09,13.74,2022-11-01,13.74,2022-10-01,19.23,2022-12-01,15.9
b3TBQFxyCxxypmPajF+jXw==,game 3,2022-06-10,16.2,2022-06-01,32.4,2022-05-01,28.68,,
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-11-08,20.25,2022-11-01,121.50,2022-10-01,100.62,2022-12-01,144.84
omF221BxDxXFh233yUEVeQ==,game 3,2022-12-24,22.8,2022-12-01,22.8,,,,
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-12-13,17.49,2022-12-01,69.96,2022-11-01,119.55,,
"4pssft0TgDfiQexjbe25lw==",game 3,2022-08-15,14.61,2022-08-01,14.61,2022-07-01,14.43,,
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-11-30,14.19,2022-11-01,14.19,2022-10-01,29.67,,
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-08-17,14.25,2022-08-01,28.50,2022-07-01,54.06,2022-09-01,50.91
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-05-13,16.08,2022-05-01,64.32,,,2022-06-01,103.14
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-09-25,25.2,2022-09-01,378.0,2022-08-01,389.25,2022-10-01,234.00
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-03-12,15.03,2022-03-01,30.06,,,2022-04-01,36.84
RoTHCVmIeMQXudXxn3ykNw==,game 3,2022-08-30,23.61,2022-08-01,47.22,,,2022-09-01,35.55
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-05,31.29,2022-07-01,125.16,2022-06-01,91.05,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-12-11,50.88,2022-12-01,50.88,2022-11-01,22.29,,
gxZPbCoYIu8slavUm05KGA==,game 3,2022-12-17,19.5,2022-12-01,19.5,2022-11-01,29.22,,
VzxrkGURuahRUx/43mjAFQ==,game 3,2022-08-22,17.61,2022-08-01,17.61,2022-07-01,17.16,,
mXihLMwkG8RgO1jsFnJXnA==,game 3,2022-09-09,12.06,2022-09-01,12.06,2022-08-01,12.75,,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-09-06,18.24,2022-09-01,18.24,2022-08-01,16.56,,
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-10-14,26.22,2022-10-01,52.44,2022-09-01,60.06,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-12-01,22.86,2022-12-01,160.02,2022-11-01,161.10,,
MjzYQ3OFStqCMS3HzrxA2g==,game 3,2022-11-29,21.45,2022-11-01,21.45,,,2022-12-01,12.72
O6owe/pXDy1Bk5nfxuCZyw==,game 3,2022-08-11,13.29,2022-08-01,13.29,,,,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-06-29,17.01,2022-06-01,34.02,,,2022-07-01,31.26
hZgZSp9Xf7/Bsye+tOipCA==,game 3,2022-12-19,22.59,2022-12-01,22.59,,,,
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-08-22,21.66,2022-08-01,64.98,2022-07-01,88.02,2022-09-01,45.39
Re0WtVSaiuBn90MFtMRCww==,game 3,2022-12-04,28.44,2022-12-01,28.44,,,,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-05-30,13.8,2022-05-01,41.4,,,2022-06-01,48.21
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-10-17,19.62,2022-10-01,58.86,2022-09-01,72.54,,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-08-31,32.13,2022-08-01,128.52,2022-07-01,83.34,2022-09-01,85.44
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-09-01,19.74,2022-09-01,19.74,2022-08-01,17.16,,
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-12-16,14.01,2022-12-01,28.02,2022-11-01,27.42,,
BbnuW+2kIgxo7dxg5BBIeQ==,game 3,2022-12-05,21.9,2022-12-01,65.7,2022-11-01,53.07,,
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,2022-04-25,29.82,2022-04-01,89.46,,,2022-05-01,68.73
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-04,42.0,2022-07-01,42.0,2022-06-01,28.95,2022-08-01,21.87
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-17,15.42,2022-08-01,123.36,2022-07-01,173.88,2022-09-01,142.44
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-09-05,30.24,2022-09-01,453.60,2022-08-01,399.15,2022-10-01,335.85
AuJNw7SH8b7lM4j46bNr8A==,game 3,2022-11-23,19.05,2022-11-01,19.05,2022-10-01,25.77,2022-12-01,32.79
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-11-21,27.0,2022-11-01,54.0,,,2022-12-01,55.68
"4pssft0TgDfiQexjbe25lw==",game 3,2022-11-15,23.61,2022-11-01,23.61,,,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-07-09,17.79,2022-07-01,71.16,2022-06-01,64.08,2022-08-01,97.02
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-06-03,20.13,2022-06-01,20.13,2022-05-01,12.36,2022-07-01,15.78
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-05-05,15.6,2022-05-01,62.4,2022-04-01,84.48,2022-06-01,64.14
Cabfx2Uhcg6oOXYHLUa+rg==,game 3,2022-10-12,18.84,2022-10-01,18.84,,,,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-11-04,14.19,2022-11-01,42.57,2022-10-01,55.80,,
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-12-31,30.15,2022-12-01,150.75,2022-11-01,130.02,,
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-21,23.88,2022-12-01,71.64,2022-11-01,72.27,,
XD0CalOV926o6zGoOAKfVA==,game 3,2022-10-20,12.75,2022-10-01,12.75,,,,
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-10-31,18.45,2022-10-01,55.35,,,2022-11-01,59.04
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-30,21.3,2022-07-01,383.4,2022-06-01,376.92,2022-08-01,410.10
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-05-19,19.38,2022-05-01,174.42,2022-04-01,249.57,2022-06-01,259.47
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-06-08,23.16,2022-06-01,92.64,2022-05-01,95.76,2022-07-01,82.02
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-05-16,20.49,2022-05-01,81.96,2022-04-01,85.32,2022-06-01,98.37
"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,2022-09-19,13.05,2022-09-01,39.15,2022-08-01,47.13,,
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-17,15.24,2022-10-01,15.24,2022-09-01,13.89,,
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-06,14.85,2022-12-01,29.70,2022-11-01,33.57,,
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-05-17,13.95,2022-05-01,27.90,,,2022-06-01,34.11
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-03-13,16.11,2022-03-01,32.22,,,2022-04-01,45.48
mq7MyR1XHK5rM4mgtKjsgg==,game 3,2022-10-21,12.51,2022-10-01,12.51,,,,
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-11-19,25.05,2022-11-01,25.05,,,2022-12-01,24.21
b85g/xLxpBpMH/joxym4fA==,game 3,2022-11-03,14.82,2022-11-01,14.82,,,,
K/6KHxREKTlFZXRfBNVNuQ==,game 3,2022-04-04,23.79,2022-04-01,23.79,,,2022-05-01,13.26
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-10-26,23.79,2022-10-01,71.37,2022-09-01,66.33,,
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-07-20,28.98,2022-07-01,86.94,2022-06-01,67.71,2022-08-01,52.38
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-08-04,14.13,2022-08-01,42.39,2022-07-01,52.77,2022-09-01,106.47
yZ1P1v1eYIbyD5wRy0chGw==,game 3,2022-11-13,15.27,2022-11-01,15.27,2022-10-01,17.64,,
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-10-06,17.34,2022-10-01,34.68,2022-09-01,44.25,,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-11-17,15.09,2022-11-01,181.08,2022-10-01,220.44,2022-12-01,247.23
"54ouP7lBhVCeV8ftS1Oj4Q==",game 3,2022-11-16,16.8,2022-11-01,16.8,,,2022-12-01,28.23
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-05-12,20.73,2022-05-01,20.73,2022-04-01,26.28,,
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-12-27,15.15,2022-12-01,15.15,,,,
VTaIkhD9hJKcnvA6Kw5p9g==,game 3,2022-12-18,18.3,2022-12-01,91.5,2022-11-01,161.94,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-09-03,19.2,2022-09-01,115.2,2022-08-01,141.48,2022-10-01,214.56
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-08-12,37.89,2022-08-01,341.01,2022-07-01,207.45,2022-09-01,163.35
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-05-27,26.97,2022-05-01,26.97,,,,
Krr8Kwf65LaX8LctHRsFWg==,game 3,2022-12-01,34.86,2022-12-01,104.58,2022-11-01,65.40,,
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-11-12,15.69,2022-11-01,31.38,2022-10-01,24.42,2022-12-01,39.48
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-07-25,20.01,2022-07-01,60.03,2022-06-01,66.45,2022-08-01,72.27
lx3SsUV7NOrv93tCexVp5A==,game 3,2022-10-22,16.02,2022-10-01,16.02,2022-09-01,23.85,,
s27V1tbCAysovKSY1XcdWQ==,game 3,2022-07-05,13.56,2022-07-01,13.56,,,,
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-06-05,25.53,2022-06-01,893.55,2022-05-01,638.19,2022-07-01,831.90
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-06-17,14.82,2022-06-01,14.82,,,2022-07-01,20.79
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-09,26.19,2022-07-01,471.42,2022-06-01,376.92,2022-08-01,410.10
ZeMBdi9hmR0vUv+lyZiypQ==,game 3,2022-03-30,12.09,2022-03-01,12.09,,,,
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-09-21,27.24,2022-09-01,81.72,2022-08-01,65.52,,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-09-28,22.2,2022-09-01,88.8,2022-08-01,96.36,2022-10-01,78.48
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-15,15.18,2022-07-01,273.24,2022-06-01,376.92,2022-08-01,410.10
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-07-29,19.23,2022-07-01,57.69,2022-06-01,71.97,,
"4pssft0TgDfiQexjbe25lw==",game 3,2022-08-24,16.23,2022-08-01,16.23,2022-07-01,14.43,,
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-08-06,22.92,2022-08-01,183.36,2022-07-01,132.96,2022-09-01,158.16
VTaIkhD9hJKcnvA6Kw5p9g==,game 3,2022-09-21,28.32,2022-09-01,56.64,,,2022-10-01,40.74
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-11-29,20.31,2022-11-01,406.20,2022-10-01,620.64,2022-12-01,450.60
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-06-10,16.47,2022-06-01,65.88,2022-05-01,122.88,2022-07-01,106.59
LWAxWBdiFs/25YxI4ZGthA==,game 3,2022-05-18,26.25,2022-05-01,26.25,,,2022-06-01,18.54
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-06-19,20.22,2022-06-01,323.52,2022-05-01,383.64,2022-07-01,386.04
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-10-03,15.3,2022-10-01,30.6,2022-09-01,48.27,,
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-09-23,13.2,2022-09-01,52.8,2022-08-01,75.15,2022-10-01,91.08
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-08-25,15.21,2022-08-01,45.63,2022-07-01,64.44,2022-09-01,58.68
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-10-19,20.61,2022-10-01,144.27,2022-09-01,122.01,,
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-08-25,14.61,2022-08-01,73.05,2022-07-01,93.36,,
zPcHw1fZkSGh7nJeVe2QYw==,game 3,2022-11-18,32.16,2022-11-01,64.32,,,2022-12-01,39.66
tBFTAZra3r5TkHhDubnYyg==,game 3,2022-10-30,20.94,2022-10-01,41.88,,,2022-11-01,39.99
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-09-16,14.4,2022-09-01,28.8,,,2022-10-01,36.03
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-07-19,17.61,2022-07-01,88.05,2022-06-01,107.40,2022-08-01,76.05
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-06-10,12.57,2022-06-01,37.71,,,2022-07-01,64.44
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-09-04,15.57,2022-09-01,46.71,,,2022-10-01,47.22
